original__123	C:\Users\admin\Documents\te\datasets\ffpp\original\123.mp4
original__124	C:\Users\admin\Documents\te\datasets\ffpp\original\124.mp4
original__125	C:\Users\admin\Documents\te\datasets\ffpp\original\125.mp4
original__126	C:\Users\admin\Documents\te\datasets\ffpp\original\126.mp4
original__127	C:\Users\admin\Documents\te\datasets\ffpp\original\127.mp4
original__128	C:\Users\admin\Documents\te\datasets\ffpp\original\128.mp4
original__129	C:\Users\admin\Documents\te\datasets\ffpp\original\129.mp4
original__130	C:\Users\admin\Documents\te\datasets\ffpp\original\130.mp4
original__131	C:\Users\admin\Documents\te\datasets\ffpp\original\131.mp4
original__132	C:\Users\admin\Documents\te\datasets\ffpp\original\132.mp4
original__133	C:\Users\admin\Documents\te\datasets\ffpp\original\133.mp4
original__134	C:\Users\admin\Documents\te\datasets\ffpp\original\134.mp4
original__135	C:\Users\admin\Documents\te\datasets\ffpp\original\135.mp4
original__138	C:\Users\admin\Documents\te\datasets\ffpp\original\138.mp4
original__140	C:\Users\admin\Documents\te\datasets\ffpp\original\140.mp4
original__141	C:\Users\admin\Documents\te\datasets\ffpp\original\141.mp4
original__142	C:\Users\admin\Documents\te\datasets\ffpp\original\142.mp4
original__143	C:\Users\admin\Documents\te\datasets\ffpp\original\143.mp4
original__144	C:\Users\admin\Documents\te\datasets\ffpp\original\144.mp4
original__145	C:\Users\admin\Documents\te\datasets\ffpp\original\145.mp4
original__146	C:\Users\admin\Documents\te\datasets\ffpp\original\146.mp4
original__147	C:\Users\admin\Documents\te\datasets\ffpp\original\147.mp4
original__148	C:\Users\admin\Documents\te\datasets\ffpp\original\148.mp4
original__149	C:\Users\admin\Documents\te\datasets\ffpp\original\149.mp4
original__150	C:\Users\admin\Documents\te\datasets\ffpp\original\150.mp4
original__151	C:\Users\admin\Documents\te\datasets\ffpp\original\151.mp4
original__152	C:\Users\admin\Documents\te\datasets\ffpp\original\152.mp4
original__153	C:\Users\admin\Documents\te\datasets\ffpp\original\153.mp4
original__154	C:\Users\admin\Documents\te\datasets\ffpp\original\154.mp4
original__155	C:\Users\admin\Documents\te\datasets\ffpp\original\155.mp4
original__156	C:\Users\admin\Documents\te\datasets\ffpp\original\156.mp4
original__157	C:\Users\admin\Documents\te\datasets\ffpp\original\157.mp4
original__159	C:\Users\admin\Documents\te\datasets\ffpp\original\159.mp4
original__160	C:\Users\admin\Documents\te\datasets\ffpp\original\160.mp4
original__161	C:\Users\admin\Documents\te\datasets\ffpp\original\161.mp4
original__162	C:\Users\admin\Documents\te\datasets\ffpp\original\162.mp4
original__163	C:\Users\admin\Documents\te\datasets\ffpp\original\163.mp4
original__164	C:\Users\admin\Documents\te\datasets\ffpp\original\164.mp4
original__165	C:\Users\admin\Documents\te\datasets\ffpp\original\165.mp4
original__166	C:\Users\admin\Documents\te\datasets\ffpp\original\166.mp4
original__167	C:\Users\admin\Documents\te\datasets\ffpp\original\167.mp4
original__169	C:\Users\admin\Documents\te\datasets\ffpp\original\169.mp4
original__170	C:\Users\admin\Documents\te\datasets\ffpp\original\170.mp4
original__171	C:\Users\admin\Documents\te\datasets\ffpp\original\171.mp4
original__172	C:\Users\admin\Documents\te\datasets\ffpp\original\172.mp4
original__173	C:\Users\admin\Documents\te\datasets\ffpp\original\173.mp4
original__175	C:\Users\admin\Documents\te\datasets\ffpp\original\175.mp4
original__176	C:\Users\admin\Documents\te\datasets\ffpp\original\176.mp4
original__177	C:\Users\admin\Documents\te\datasets\ffpp\original\177.mp4
original__178	C:\Users\admin\Documents\te\datasets\ffpp\original\178.mp4
original__179	C:\Users\admin\Documents\te\datasets\ffpp\original\179.mp4
original__180	C:\Users\admin\Documents\te\datasets\ffpp\original\180.mp4
original__181	C:\Users\admin\Documents\te\datasets\ffpp\original\181.mp4
original__182	C:\Users\admin\Documents\te\datasets\ffpp\original\182.mp4
original__183	C:\Users\admin\Documents\te\datasets\ffpp\original\183.mp4
original__185	C:\Users\admin\Documents\te\datasets\ffpp\original\185.mp4
original__186	C:\Users\admin\Documents\te\datasets\ffpp\original\186.mp4
original__187	C:\Users\admin\Documents\te\datasets\ffpp\original\187.mp4
original__188	C:\Users\admin\Documents\te\datasets\ffpp\original\188.mp4
original__189	C:\Users\admin\Documents\te\datasets\ffpp\original\189.mp4
original__190	C:\Users\admin\Documents\te\datasets\ffpp\original\190.mp4
original__191	C:\Users\admin\Documents\te\datasets\ffpp\original\191.mp4
original__192	C:\Users\admin\Documents\te\datasets\ffpp\original\192.mp4
original__193	C:\Users\admin\Documents\te\datasets\ffpp\original\193.mp4
original__194	C:\Users\admin\Documents\te\datasets\ffpp\original\194.mp4
original__195	C:\Users\admin\Documents\te\datasets\ffpp\original\195.mp4
original__196	C:\Users\admin\Documents\te\datasets\ffpp\original\196.mp4
original__197	C:\Users\admin\Documents\te\datasets\ffpp\original\197.mp4
original__200	C:\Users\admin\Documents\te\datasets\ffpp\original\200.mp4
original__201	C:\Users\admin\Documents\te\datasets\ffpp\original\201.mp4
original__202	C:\Users\admin\Documents\te\datasets\ffpp\original\202.mp4
original__203	C:\Users\admin\Documents\te\datasets\ffpp\original\203.mp4
original__204	C:\Users\admin\Documents\te\datasets\ffpp\original\204.mp4
original__205	C:\Users\admin\Documents\te\datasets\ffpp\original\205.mp4
original__206	C:\Users\admin\Documents\te\datasets\ffpp\original\206.mp4
original__207	C:\Users\admin\Documents\te\datasets\ffpp\original\207.mp4
original__211	C:\Users\admin\Documents\te\datasets\ffpp\original\211.mp4
original__212	C:\Users\admin\Documents\te\datasets\ffpp\original\212.mp4
original__214	C:\Users\admin\Documents\te\datasets\ffpp\original\214.mp4
original__216	C:\Users\admin\Documents\te\datasets\ffpp\original\216.mp4
original__217	C:\Users\admin\Documents\te\datasets\ffpp\original\217.mp4
original__219	C:\Users\admin\Documents\te\datasets\ffpp\original\219.mp4
original__220	C:\Users\admin\Documents\te\datasets\ffpp\original\220.mp4
original__222	C:\Users\admin\Documents\te\datasets\ffpp\original\222.mp4
original__223	C:\Users\admin\Documents\te\datasets\ffpp\original\223.mp4
original__224	C:\Users\admin\Documents\te\datasets\ffpp\original\224.mp4
original__225	C:\Users\admin\Documents\te\datasets\ffpp\original\225.mp4
original__226	C:\Users\admin\Documents\te\datasets\ffpp\original\226.mp4
original__227	C:\Users\admin\Documents\te\datasets\ffpp\original\227.mp4
original__228	C:\Users\admin\Documents\te\datasets\ffpp\original\228.mp4
original__229	C:\Users\admin\Documents\te\datasets\ffpp\original\229.mp4
original__230	C:\Users\admin\Documents\te\datasets\ffpp\original\230.mp4
original__231	C:\Users\admin\Documents\te\datasets\ffpp\original\231.mp4
original__232	C:\Users\admin\Documents\te\datasets\ffpp\original\232.mp4
original__233	C:\Users\admin\Documents\te\datasets\ffpp\original\233.mp4
original__234	C:\Users\admin\Documents\te\datasets\ffpp\original\234.mp4
original__236	C:\Users\admin\Documents\te\datasets\ffpp\original\236.mp4
original__238	C:\Users\admin\Documents\te\datasets\ffpp\original\238.mp4
original__239	C:\Users\admin\Documents\te\datasets\ffpp\original\239.mp4
original__240	C:\Users\admin\Documents\te\datasets\ffpp\original\240.mp4
original__241	C:\Users\admin\Documents\te\datasets\ffpp\original\241.mp4
original__242	C:\Users\admin\Documents\te\datasets\ffpp\original\242.mp4
original__243	C:\Users\admin\Documents\te\datasets\ffpp\original\243.mp4
original__245	C:\Users\admin\Documents\te\datasets\ffpp\original\245.mp4
original__246	C:\Users\admin\Documents\te\datasets\ffpp\original\246.mp4
original__248	C:\Users\admin\Documents\te\datasets\ffpp\original\248.mp4
original__249	C:\Users\admin\Documents\te\datasets\ffpp\original\249.mp4
original__250	C:\Users\admin\Documents\te\datasets\ffpp\original\250.mp4
original__251	C:\Users\admin\Documents\te\datasets\ffpp\original\251.mp4
original__252	C:\Users\admin\Documents\te\datasets\ffpp\original\252.mp4
original__253	C:\Users\admin\Documents\te\datasets\ffpp\original\253.mp4
original__255	C:\Users\admin\Documents\te\datasets\ffpp\original\255.mp4
original__257	C:\Users\admin\Documents\te\datasets\ffpp\original\257.mp4
original__258	C:\Users\admin\Documents\te\datasets\ffpp\original\258.mp4
original__262	C:\Users\admin\Documents\te\datasets\ffpp\original\262.mp4
original__263	C:\Users\admin\Documents\te\datasets\ffpp\original\263.mp4
original__264	C:\Users\admin\Documents\te\datasets\ffpp\original\264.mp4
original__266	C:\Users\admin\Documents\te\datasets\ffpp\original\266.mp4
original__267	C:\Users\admin\Documents\te\datasets\ffpp\original\267.mp4
original__268	C:\Users\admin\Documents\te\datasets\ffpp\original\268.mp4
original__269	C:\Users\admin\Documents\te\datasets\ffpp\original\269.mp4
original__270	C:\Users\admin\Documents\te\datasets\ffpp\original\270.mp4
original__271	C:\Users\admin\Documents\te\datasets\ffpp\original\271.mp4
original__272	C:\Users\admin\Documents\te\datasets\ffpp\original\272.mp4
original__273	C:\Users\admin\Documents\te\datasets\ffpp\original\273.mp4
original__274	C:\Users\admin\Documents\te\datasets\ffpp\original\274.mp4
original__276	C:\Users\admin\Documents\te\datasets\ffpp\original\276.mp4
original__278	C:\Users\admin\Documents\te\datasets\ffpp\original\278.mp4
original__279	C:\Users\admin\Documents\te\datasets\ffpp\original\279.mp4
original__282	C:\Users\admin\Documents\te\datasets\ffpp\original\282.mp4
original__283	C:\Users\admin\Documents\te\datasets\ffpp\original\283.mp4
original__284	C:\Users\admin\Documents\te\datasets\ffpp\original\284.mp4
original__285	C:\Users\admin\Documents\te\datasets\ffpp\original\285.mp4
original__286	C:\Users\admin\Documents\te\datasets\ffpp\original\286.mp4
original__287	C:\Users\admin\Documents\te\datasets\ffpp\original\287.mp4
original__288	C:\Users\admin\Documents\te\datasets\ffpp\original\288.mp4
original__290	C:\Users\admin\Documents\te\datasets\ffpp\original\290.mp4
original__291	C:\Users\admin\Documents\te\datasets\ffpp\original\291.mp4
original__293	C:\Users\admin\Documents\te\datasets\ffpp\original\293.mp4
original__295	C:\Users\admin\Documents\te\datasets\ffpp\original\295.mp4
original__297	C:\Users\admin\Documents\te\datasets\ffpp\original\297.mp4
original__300	C:\Users\admin\Documents\te\datasets\ffpp\original\300.mp4
original__301	C:\Users\admin\Documents\te\datasets\ffpp\original\301.mp4
original__302	C:\Users\admin\Documents\te\datasets\ffpp\original\302.mp4
original__303	C:\Users\admin\Documents\te\datasets\ffpp\original\303.mp4
original__304	C:\Users\admin\Documents\te\datasets\ffpp\original\304.mp4
original__305	C:\Users\admin\Documents\te\datasets\ffpp\original\305.mp4
original__306	C:\Users\admin\Documents\te\datasets\ffpp\original\306.mp4
original__308	C:\Users\admin\Documents\te\datasets\ffpp\original\308.mp4
original__311	C:\Users\admin\Documents\te\datasets\ffpp\original\311.mp4
original__313	C:\Users\admin\Documents\te\datasets\ffpp\original\313.mp4
original__315	C:\Users\admin\Documents\te\datasets\ffpp\original\315.mp4
original__316	C:\Users\admin\Documents\te\datasets\ffpp\original\316.mp4
original__317	C:\Users\admin\Documents\te\datasets\ffpp\original\317.mp4
original__320	C:\Users\admin\Documents\te\datasets\ffpp\original\320.mp4
original__322	C:\Users\admin\Documents\te\datasets\ffpp\original\322.mp4
original__323	C:\Users\admin\Documents\te\datasets\ffpp\original\323.mp4
original__324	C:\Users\admin\Documents\te\datasets\ffpp\original\324.mp4
original__325	C:\Users\admin\Documents\te\datasets\ffpp\original\325.mp4
original__326	C:\Users\admin\Documents\te\datasets\ffpp\original\326.mp4
original__329	C:\Users\admin\Documents\te\datasets\ffpp\original\329.mp4
original__330	C:\Users\admin\Documents\te\datasets\ffpp\original\330.mp4
original__331	C:\Users\admin\Documents\te\datasets\ffpp\original\331.mp4
original__333	C:\Users\admin\Documents\te\datasets\ffpp\original\333.mp4
original__334	C:\Users\admin\Documents\te\datasets\ffpp\original\334.mp4
original__335	C:\Users\admin\Documents\te\datasets\ffpp\original\335.mp4
original__336	C:\Users\admin\Documents\te\datasets\ffpp\original\336.mp4
original__337	C:\Users\admin\Documents\te\datasets\ffpp\original\337.mp4
original__338	C:\Users\admin\Documents\te\datasets\ffpp\original\338.mp4
original__339	C:\Users\admin\Documents\te\datasets\ffpp\original\339.mp4
original__340	C:\Users\admin\Documents\te\datasets\ffpp\original\340.mp4
original__341	C:\Users\admin\Documents\te\datasets\ffpp\original\341.mp4
original__342	C:\Users\admin\Documents\te\datasets\ffpp\original\342.mp4
original__343	C:\Users\admin\Documents\te\datasets\ffpp\original\343.mp4
original__344	C:\Users\admin\Documents\te\datasets\ffpp\original\344.mp4
original__345	C:\Users\admin\Documents\te\datasets\ffpp\original\345.mp4
original__347	C:\Users\admin\Documents\te\datasets\ffpp\original\347.mp4
original__348	C:\Users\admin\Documents\te\datasets\ffpp\original\348.mp4
original__349	C:\Users\admin\Documents\te\datasets\ffpp\original\349.mp4
original__350	C:\Users\admin\Documents\te\datasets\ffpp\original\350.mp4
original__352	C:\Users\admin\Documents\te\datasets\ffpp\original\352.mp4
original__353	C:\Users\admin\Documents\te\datasets\ffpp\original\353.mp4
original__354	C:\Users\admin\Documents\te\datasets\ffpp\original\354.mp4
original__356	C:\Users\admin\Documents\te\datasets\ffpp\original\356.mp4
original__357	C:\Users\admin\Documents\te\datasets\ffpp\original\357.mp4
original__358	C:\Users\admin\Documents\te\datasets\ffpp\original\358.mp4
original__359	C:\Users\admin\Documents\te\datasets\ffpp\original\359.mp4
original__360	C:\Users\admin\Documents\te\datasets\ffpp\original\360.mp4
original__362	C:\Users\admin\Documents\te\datasets\ffpp\original\362.mp4
original__364	C:\Users\admin\Documents\te\datasets\ffpp\original\364.mp4
original__366	C:\Users\admin\Documents\te\datasets\ffpp\original\366.mp4
original__367	C:\Users\admin\Documents\te\datasets\ffpp\original\367.mp4
original__368	C:\Users\admin\Documents\te\datasets\ffpp\original\368.mp4
original__369	C:\Users\admin\Documents\te\datasets\ffpp\original\369.mp4
original__372	C:\Users\admin\Documents\te\datasets\ffpp\original\372.mp4
original__373	C:\Users\admin\Documents\te\datasets\ffpp\original\373.mp4
original__374	C:\Users\admin\Documents\te\datasets\ffpp\original\374.mp4
original__375	C:\Users\admin\Documents\te\datasets\ffpp\original\375.mp4
original__376	C:\Users\admin\Documents\te\datasets\ffpp\original\376.mp4
original__378	C:\Users\admin\Documents\te\datasets\ffpp\original\378.mp4
original__379	C:\Users\admin\Documents\te\datasets\ffpp\original\379.mp4
original__380	C:\Users\admin\Documents\te\datasets\ffpp\original\380.mp4
original__381	C:\Users\admin\Documents\te\datasets\ffpp\original\381.mp4
original__383	C:\Users\admin\Documents\te\datasets\ffpp\original\383.mp4
original__384	C:\Users\admin\Documents\te\datasets\ffpp\original\384.mp4
original__385	C:\Users\admin\Documents\te\datasets\ffpp\original\385.mp4
original__386	C:\Users\admin\Documents\te\datasets\ffpp\original\386.mp4
original__387	C:\Users\admin\Documents\te\datasets\ffpp\original\387.mp4
original__388	C:\Users\admin\Documents\te\datasets\ffpp\original\388.mp4
original__389	C:\Users\admin\Documents\te\datasets\ffpp\original\389.mp4
original__390	C:\Users\admin\Documents\te\datasets\ffpp\original\390.mp4
original__391	C:\Users\admin\Documents\te\datasets\ffpp\original\391.mp4
original__392	C:\Users\admin\Documents\te\datasets\ffpp\original\392.mp4
original__393	C:\Users\admin\Documents\te\datasets\ffpp\original\393.mp4
original__394	C:\Users\admin\Documents\te\datasets\ffpp\original\394.mp4
original__395	C:\Users\admin\Documents\te\datasets\ffpp\original\395.mp4
original__396	C:\Users\admin\Documents\te\datasets\ffpp\original\396.mp4
original__397	C:\Users\admin\Documents\te\datasets\ffpp\original\397.mp4
original__398	C:\Users\admin\Documents\te\datasets\ffpp\original\398.mp4
original__399	C:\Users\admin\Documents\te\datasets\ffpp\original\399.mp4
original__400	C:\Users\admin\Documents\te\datasets\ffpp\original\400.mp4
original__401	C:\Users\admin\Documents\te\datasets\ffpp\original\401.mp4
original__402	C:\Users\admin\Documents\te\datasets\ffpp\original\402.mp4
original__403	C:\Users\admin\Documents\te\datasets\ffpp\original\403.mp4
original__404	C:\Users\admin\Documents\te\datasets\ffpp\original\404.mp4
original__405	C:\Users\admin\Documents\te\datasets\ffpp\original\405.mp4
original__406	C:\Users\admin\Documents\te\datasets\ffpp\original\406.mp4
original__407	C:\Users\admin\Documents\te\datasets\ffpp\original\407.mp4
original__409	C:\Users\admin\Documents\te\datasets\ffpp\original\409.mp4
original__410	C:\Users\admin\Documents\te\datasets\ffpp\original\410.mp4
original__412	C:\Users\admin\Documents\te\datasets\ffpp\original\412.mp4
original__413	C:\Users\admin\Documents\te\datasets\ffpp\original\413.mp4
original__414	C:\Users\admin\Documents\te\datasets\ffpp\original\414.mp4
original__415	C:\Users\admin\Documents\te\datasets\ffpp\original\415.mp4
original__416	C:\Users\admin\Documents\te\datasets\ffpp\original\416.mp4
original__417	C:\Users\admin\Documents\te\datasets\ffpp\original\417.mp4
original__418	C:\Users\admin\Documents\te\datasets\ffpp\original\418.mp4
original__419	C:\Users\admin\Documents\te\datasets\ffpp\original\419.mp4
original__420	C:\Users\admin\Documents\te\datasets\ffpp\original\420.mp4
original__421	C:\Users\admin\Documents\te\datasets\ffpp\original\421.mp4
original__422	C:\Users\admin\Documents\te\datasets\ffpp\original\422.mp4
original__423	C:\Users\admin\Documents\te\datasets\ffpp\original\423.mp4
original__424	C:\Users\admin\Documents\te\datasets\ffpp\original\424.mp4
original__426	C:\Users\admin\Documents\te\datasets\ffpp\original\426.mp4
original__427	C:\Users\admin\Documents\te\datasets\ffpp\original\427.mp4
original__428	C:\Users\admin\Documents\te\datasets\ffpp\original\428.mp4
original__430	C:\Users\admin\Documents\te\datasets\ffpp\original\430.mp4
original__431	C:\Users\admin\Documents\te\datasets\ffpp\original\431.mp4
original__433	C:\Users\admin\Documents\te\datasets\ffpp\original\433.mp4
original__434	C:\Users\admin\Documents\te\datasets\ffpp\original\434.mp4
original__435	C:\Users\admin\Documents\te\datasets\ffpp\original\435.mp4
original__437	C:\Users\admin\Documents\te\datasets\ffpp\original\437.mp4
original__438	C:\Users\admin\Documents\te\datasets\ffpp\original\438.mp4
original__440	C:\Users\admin\Documents\te\datasets\ffpp\original\440.mp4
original__441	C:\Users\admin\Documents\te\datasets\ffpp\original\441.mp4
original__442	C:\Users\admin\Documents\te\datasets\ffpp\original\442.mp4
original__443	C:\Users\admin\Documents\te\datasets\ffpp\original\443.mp4
original__444	C:\Users\admin\Documents\te\datasets\ffpp\original\444.mp4
original__446	C:\Users\admin\Documents\te\datasets\ffpp\original\446.mp4
original__447	C:\Users\admin\Documents\te\datasets\ffpp\original\447.mp4
original__448	C:\Users\admin\Documents\te\datasets\ffpp\original\448.mp4
original__449	C:\Users\admin\Documents\te\datasets\ffpp\original\449.mp4
original__450	C:\Users\admin\Documents\te\datasets\ffpp\original\450.mp4
original__452	C:\Users\admin\Documents\te\datasets\ffpp\original\452.mp4
original__453	C:\Users\admin\Documents\te\datasets\ffpp\original\453.mp4
original__454	C:\Users\admin\Documents\te\datasets\ffpp\original\454.mp4
original__455	C:\Users\admin\Documents\te\datasets\ffpp\original\455.mp4
original__456	C:\Users\admin\Documents\te\datasets\ffpp\original\456.mp4
original__457	C:\Users\admin\Documents\te\datasets\ffpp\original\457.mp4
original__458	C:\Users\admin\Documents\te\datasets\ffpp\original\458.mp4
original__459	C:\Users\admin\Documents\te\datasets\ffpp\original\459.mp4
original__460	C:\Users\admin\Documents\te\datasets\ffpp\original\460.mp4
original__461	C:\Users\admin\Documents\te\datasets\ffpp\original\461.mp4
original__463	C:\Users\admin\Documents\te\datasets\ffpp\original\463.mp4
original__464	C:\Users\admin\Documents\te\datasets\ffpp\original\464.mp4
original__465	C:\Users\admin\Documents\te\datasets\ffpp\original\465.mp4
original__466	C:\Users\admin\Documents\te\datasets\ffpp\original\466.mp4
original__467	C:\Users\admin\Documents\te\datasets\ffpp\original\467.mp4
original__468	C:\Users\admin\Documents\te\datasets\ffpp\original\468.mp4
original__469	C:\Users\admin\Documents\te\datasets\ffpp\original\469.mp4
original__470	C:\Users\admin\Documents\te\datasets\ffpp\original\470.mp4
original__471	C:\Users\admin\Documents\te\datasets\ffpp\original\471.mp4
original__472	C:\Users\admin\Documents\te\datasets\ffpp\original\472.mp4
original__473	C:\Users\admin\Documents\te\datasets\ffpp\original\473.mp4
original__474	C:\Users\admin\Documents\te\datasets\ffpp\original\474.mp4
original__475	C:\Users\admin\Documents\te\datasets\ffpp\original\475.mp4
original__476	C:\Users\admin\Documents\te\datasets\ffpp\original\476.mp4
original__477	C:\Users\admin\Documents\te\datasets\ffpp\original\477.mp4
original__478	C:\Users\admin\Documents\te\datasets\ffpp\original\478.mp4
