video_id,frames_path,label,split
original__081,faces_ffpp/original__081.npz,0,train
original__082,faces_ffpp/original__082.npz,0,train
original__083,faces_ffpp/original__083.npz,0,train
original__084,faces_ffpp/original__084.npz,0,train
original__085,faces_ffpp/original__085.npz,0,train
original__087,faces_ffpp/original__087.npz,0,train
original__089,faces_ffpp/original__089.npz,0,train
original__090,faces_ffpp/original__090.npz,0,train
original__091,faces_ffpp/original__091.npz,0,train
original__092,faces_ffpp/original__092.npz,0,train
original__093,faces_ffpp/original__093.npz,0,train
original__094,faces_ffpp/original__094.npz,0,train
original__095,faces_ffpp/original__095.npz,0,train
original__097,faces_ffpp/original__097.npz,0,train
original__098,faces_ffpp/original__098.npz,0,train
original__099,faces_ffpp/original__099.npz,0,train
original__100,faces_ffpp/original__100.npz,0,train
original__102,faces_ffpp/original__102.npz,0,train
original__103,faces_ffpp/original__103.npz,0,train
original__104,faces_ffpp/original__104.npz,0,train
original__105,faces_ffpp/original__105.npz,0,train
original__106,faces_ffpp/original__106.npz,0,train
original__108,faces_ffpp/original__108.npz,0,train
original__109,faces_ffpp/original__109.npz,0,train
original__111,faces_ffpp/original__111.npz,0,train
original__112,faces_ffpp/original__112.npz,0,train
original__113,faces_ffpp/original__113.npz,0,train
original__114,faces_ffpp/original__114.npz,0,train
original__115,faces_ffpp/original__115.npz,0,train
original__116,faces_ffpp/original__116.npz,0,train
original__117,faces_ffpp/original__117.npz,0,train
original__118,faces_ffpp/original__118.npz,0,train
original__119,faces_ffpp/original__119.npz,0,train
original__121,faces_ffpp/original__121.npz,0,train
original__122,faces_ffpp/original__122.npz,0,train
original__123,faces_ffpp/original__123.npz,0,train
original__124,faces_ffpp/original__124.npz,0,train
original__125,faces_ffpp/original__125.npz,0,train
original__126,faces_ffpp/original__126.npz,0,train
original__127,faces_ffpp/original__127.npz,0,train
original__128,faces_ffpp/original__128.npz,0,train
original__129,faces_ffpp/original__129.npz,0,train
original__130,faces_ffpp/original__130.npz,0,train
original__131,faces_ffpp/original__131.npz,0,train
original__132,faces_ffpp/original__132.npz,0,train
original__133,faces_ffpp/original__133.npz,0,train
original__134,faces_ffpp/original__134.npz,0,train
original__135,faces_ffpp/original__135.npz,0,train
original__138,faces_ffpp/original__138.npz,0,train
original__140,faces_ffpp/original__140.npz,0,train
original__141,faces_ffpp/original__141.npz,0,train
original__142,faces_ffpp/original__142.npz,0,train
original__143,faces_ffpp/original__143.npz,0,train
original__144,faces_ffpp/original__144.npz,0,train
original__145,faces_ffpp/original__145.npz,0,train
original__146,faces_ffpp/original__146.npz,0,train
original__147,faces_ffpp/original__147.npz,0,train
original__148,faces_ffpp/original__148.npz,0,train
original__149,faces_ffpp/original__149.npz,0,train
original__150,faces_ffpp/original__150.npz,0,train
original__151,faces_ffpp/original__151.npz,0,train
original__152,faces_ffpp/original__152.npz,0,train
original__153,faces_ffpp/original__153.npz,0,train
original__154,faces_ffpp/original__154.npz,0,train
original__155,faces_ffpp/original__155.npz,0,train
original__156,faces_ffpp/original__156.npz,0,train
original__157,faces_ffpp/original__157.npz,0,train
original__159,faces_ffpp/original__159.npz,0,train
original__160,faces_ffpp/original__160.npz,0,train
original__161,faces_ffpp/original__161.npz,0,train
original__162,faces_ffpp/original__162.npz,0,train
original__163,faces_ffpp/original__163.npz,0,train
original__164,faces_ffpp/original__164.npz,0,train
original__165,faces_ffpp/original__165.npz,0,train
original__166,faces_ffpp/original__166.npz,0,train
original__167,faces_ffpp/original__167.npz,0,train
original__169,faces_ffpp/original__169.npz,0,train
original__170,faces_ffpp/original__170.npz,0,train
original__171,faces_ffpp/original__171.npz,0,train
original__172,faces_ffpp/original__172.npz,0,train
original__173,faces_ffpp/original__173.npz,0,train
original__175,faces_ffpp/original__175.npz,0,train
original__176,faces_ffpp/original__176.npz,0,train
original__177,faces_ffpp/original__177.npz,0,train
original__178,faces_ffpp/original__178.npz,0,train
original__179,faces_ffpp/original__179.npz,0,train
original__180,faces_ffpp/original__180.npz,0,train
original__181,faces_ffpp/original__181.npz,0,train
original__182,faces_ffpp/original__182.npz,0,train
original__183,faces_ffpp/original__183.npz,0,train
original__185,faces_ffpp/original__185.npz,0,train
original__186,faces_ffpp/original__186.npz,0,train
original__187,faces_ffpp/original__187.npz,0,train
original__188,faces_ffpp/original__188.npz,0,train
original__189,faces_ffpp/original__189.npz,0,train
original__190,faces_ffpp/original__190.npz,0,train
original__191,faces_ffpp/original__191.npz,0,train
original__192,faces_ffpp/original__192.npz,0,train
original__193,faces_ffpp/original__193.npz,0,train
original__194,faces_ffpp/original__194.npz,0,train
original__195,faces_ffpp/original__195.npz,0,train
original__196,faces_ffpp/original__196.npz,0,train
original__197,faces_ffpp/original__197.npz,0,train
original__200,faces_ffpp/original__200.npz,0,train
original__201,faces_ffpp/original__201.npz,0,train
original__202,faces_ffpp/original__202.npz,0,train
original__203,faces_ffpp/original__203.npz,0,train
original__204,faces_ffpp/original__204.npz,0,train
original__205,faces_ffpp/original__205.npz,0,train
original__206,faces_ffpp/original__206.npz,0,train
original__207,faces_ffpp/original__207.npz,0,train
original__211,faces_ffpp/original__211.npz,0,train
original__212,faces_ffpp/original__212.npz,0,train
original__214,faces_ffpp/original__214.npz,0,train
original__216,faces_ffpp/original__216.npz,0,train
original__217,faces_ffpp/original__217.npz,0,train
original__219,faces_ffpp/original__219.npz,0,train
original__220,faces_ffpp/original__220.npz,0,train
original__222,faces_ffpp/original__222.npz,0,train
original__223,faces_ffpp/original__223.npz,0,train
original__224,faces_ffpp/original__224.npz,0,train
original__225,faces_ffpp/original__225.npz,0,train
original__226,faces_ffpp/original__226.npz,0,train
original__227,faces_ffpp/original__227.npz,0,train
original__228,faces_ffpp/original__228.npz,0,train
original__229,faces_ffpp/original__229.npz,0,train
original__230,faces_ffpp/original__230.npz,0,train
original__231,faces_ffpp/original__231.npz,0,train
original__232,faces_ffpp/original__232.npz,0,train
original__233,faces_ffpp/original__233.npz,0,train
original__234,faces_ffpp/original__234.npz,0,train
original__236,faces_ffpp/original__236.npz,0,train
original__238,faces_ffpp/original__238.npz,0,train
original__239,faces_ffpp/original__239.npz,0,train
original__240,faces_ffpp/original__240.npz,0,train
original__241,faces_ffpp/original__241.npz,0,train
original__242,faces_ffpp/original__242.npz,0,train
original__243,faces_ffpp/original__243.npz,0,train
original__245,faces_ffpp/original__245.npz,0,train
original__246,faces_ffpp/original__246.npz,0,train
original__248,faces_ffpp/original__248.npz,0,train
original__249,faces_ffpp/original__249.npz,0,train
original__250,faces_ffpp/original__250.npz,0,train
original__251,faces_ffpp/original__251.npz,0,train
original__252,faces_ffpp/original__252.npz,0,train
original__253,faces_ffpp/original__253.npz,0,train
original__255,faces_ffpp/original__255.npz,0,train
original__257,faces_ffpp/original__257.npz,0,train
original__258,faces_ffpp/original__258.npz,0,train
original__262,faces_ffpp/original__262.npz,0,train
original__263,faces_ffpp/original__263.npz,0,train
original__264,faces_ffpp/original__264.npz,0,train
original__266,faces_ffpp/original__266.npz,0,train
original__267,faces_ffpp/original__267.npz,0,train
original__268,faces_ffpp/original__268.npz,0,train
original__269,faces_ffpp/original__269.npz,0,train
original__270,faces_ffpp/original__270.npz,0,train
original__271,faces_ffpp/original__271.npz,0,train
original__272,faces_ffpp/original__272.npz,0,train
original__273,faces_ffpp/original__273.npz,0,train
original__274,faces_ffpp/original__274.npz,0,train
original__276,faces_ffpp/original__276.npz,0,train
original__278,faces_ffpp/original__278.npz,0,train
original__279,faces_ffpp/original__279.npz,0,train
original__282,faces_ffpp/original__282.npz,0,train
original__283,faces_ffpp/original__283.npz,0,train
original__284,faces_ffpp/original__284.npz,0,train
original__285,faces_ffpp/original__285.npz,0,train
original__286,faces_ffpp/original__286.npz,0,train
original__287,faces_ffpp/original__287.npz,0,train
original__288,faces_ffpp/original__288.npz,0,train
original__290,faces_ffpp/original__290.npz,0,train
original__291,faces_ffpp/original__291.npz,0,train
original__293,faces_ffpp/original__293.npz,0,train
original__295,faces_ffpp/original__295.npz,0,train
original__297,faces_ffpp/original__297.npz,0,train
original__300,faces_ffpp/original__300.npz,0,train
original__301,faces_ffpp/original__301.npz,0,train
original__302,faces_ffpp/original__302.npz,0,train
original__303,faces_ffpp/original__303.npz,0,train
original__304,faces_ffpp/original__304.npz,0,train
original__305,faces_ffpp/original__305.npz,0,train
original__306,faces_ffpp/original__306.npz,0,train
original__308,faces_ffpp/original__308.npz,0,train
original__311,faces_ffpp/original__311.npz,0,train
original__313,faces_ffpp/original__313.npz,0,train
original__315,faces_ffpp/original__315.npz,0,train
original__316,faces_ffpp/original__316.npz,0,train
original__317,faces_ffpp/original__317.npz,0,train
original__320,faces_ffpp/original__320.npz,0,train
original__322,faces_ffpp/original__322.npz,0,train
original__323,faces_ffpp/original__323.npz,0,train
original__324,faces_ffpp/original__324.npz,0,train
original__325,faces_ffpp/original__325.npz,0,train
original__326,faces_ffpp/original__326.npz,0,train
original__329,faces_ffpp/original__329.npz,0,train
original__330,faces_ffpp/original__330.npz,0,train
original__331,faces_ffpp/original__331.npz,0,train
original__333,faces_ffpp/original__333.npz,0,train
original__334,faces_ffpp/original__334.npz,0,train
original__335,faces_ffpp/original__335.npz,0,train
original__336,faces_ffpp/original__336.npz,0,train
original__337,faces_ffpp/original__337.npz,0,train
original__338,faces_ffpp/original__338.npz,0,train
original__339,faces_ffpp/original__339.npz,0,train
original__340,faces_ffpp/original__340.npz,0,train
original__341,faces_ffpp/original__341.npz,0,train
original__342,faces_ffpp/original__342.npz,0,train
original__343,faces_ffpp/original__343.npz,0,train
original__344,faces_ffpp/original__344.npz,0,train
original__345,faces_ffpp/original__345.npz,0,train
original__347,faces_ffpp/original__347.npz,0,train
original__348,faces_ffpp/original__348.npz,0,train
original__349,faces_ffpp/original__349.npz,0,train
original__350,faces_ffpp/original__350.npz,0,train
original__352,faces_ffpp/original__352.npz,0,train
original__353,faces_ffpp/original__353.npz,0,train
original__354,faces_ffpp/original__354.npz,0,train
original__356,faces_ffpp/original__356.npz,0,train
original__357,faces_ffpp/original__357.npz,0,train
original__358,faces_ffpp/original__358.npz,0,train
original__359,faces_ffpp/original__359.npz,0,train
original__360,faces_ffpp/original__360.npz,0,train
original__362,faces_ffpp/original__362.npz,0,train
original__364,faces_ffpp/original__364.npz,0,train
original__366,faces_ffpp/original__366.npz,0,train
original__367,faces_ffpp/original__367.npz,0,train
original__368,faces_ffpp/original__368.npz,0,train
original__369,faces_ffpp/original__369.npz,0,train
original__372,faces_ffpp/original__372.npz,0,train
original__373,faces_ffpp/original__373.npz,0,train
original__374,faces_ffpp/original__374.npz,0,train
original__375,faces_ffpp/original__375.npz,0,train
original__376,faces_ffpp/original__376.npz,0,train
original__378,faces_ffpp/original__378.npz,0,train
original__379,faces_ffpp/original__379.npz,0,train
original__380,faces_ffpp/original__380.npz,0,train
original__381,faces_ffpp/original__381.npz,0,train
original__383,faces_ffpp/original__383.npz,0,train
original__384,faces_ffpp/original__384.npz,0,train
original__385,faces_ffpp/original__385.npz,0,train
original__386,faces_ffpp/original__386.npz,0,train
original__387,faces_ffpp/original__387.npz,0,train
original__388,faces_ffpp/original__388.npz,0,train
original__389,faces_ffpp/original__389.npz,0,train
original__390,faces_ffpp/original__390.npz,0,train
original__391,faces_ffpp/original__391.npz,0,train
original__392,faces_ffpp/original__392.npz,0,train
original__393,faces_ffpp/original__393.npz,0,train
original__394,faces_ffpp/original__394.npz,0,train
original__395,faces_ffpp/original__395.npz,0,train
original__396,faces_ffpp/original__396.npz,0,train
original__397,faces_ffpp/original__397.npz,0,train
original__398,faces_ffpp/original__398.npz,0,train
original__399,faces_ffpp/original__399.npz,0,train
original__400,faces_ffpp/original__400.npz,0,train
original__401,faces_ffpp/original__401.npz,0,train
original__402,faces_ffpp/original__402.npz,0,train
original__403,faces_ffpp/original__403.npz,0,train
original__404,faces_ffpp/original__404.npz,0,train
original__405,faces_ffpp/original__405.npz,0,train
original__406,faces_ffpp/original__406.npz,0,train
original__407,faces_ffpp/original__407.npz,0,train
original__409,faces_ffpp/original__409.npz,0,train
original__410,faces_ffpp/original__410.npz,0,train
original__412,faces_ffpp/original__412.npz,0,train
original__413,faces_ffpp/original__413.npz,0,train
original__414,faces_ffpp/original__414.npz,0,train
original__415,faces_ffpp/original__415.npz,0,train
original__416,faces_ffpp/original__416.npz,0,train
original__417,faces_ffpp/original__417.npz,0,train
original__418,faces_ffpp/original__418.npz,0,train
original__419,faces_ffpp/original__419.npz,0,train
original__420,faces_ffpp/original__420.npz,0,train
original__421,faces_ffpp/original__421.npz,0,train
original__422,faces_ffpp/original__422.npz,0,train
original__423,faces_ffpp/original__423.npz,0,train
original__424,faces_ffpp/original__424.npz,0,train
original__426,faces_ffpp/original__426.npz,0,train
original__427,faces_ffpp/original__427.npz,0,train
original__428,faces_ffpp/original__428.npz,0,train
original__430,faces_ffpp/original__430.npz,0,train
original__431,faces_ffpp/original__431.npz,0,train
original__433,faces_ffpp/original__433.npz,0,train
original__434,faces_ffpp/original__434.npz,0,train
original__435,faces_ffpp/original__435.npz,0,train
original__437,faces_ffpp/original__437.npz,0,train
original__438,faces_ffpp/original__438.npz,0,train
original__440,faces_ffpp/original__440.npz,0,train
original__441,faces_ffpp/original__441.npz,0,train
original__442,faces_ffpp/original__442.npz,0,train
original__443,faces_ffpp/original__443.npz,0,train
original__444,faces_ffpp/original__444.npz,0,train
original__446,faces_ffpp/original__446.npz,0,train
original__447,faces_ffpp/original__447.npz,0,train
original__448,faces_ffpp/original__448.npz,0,train
original__449,faces_ffpp/original__449.npz,0,train
original__450,faces_ffpp/original__450.npz,0,train
original__452,faces_ffpp/original__452.npz,0,train
original__453,faces_ffpp/original__453.npz,0,train
original__454,faces_ffpp/original__454.npz,0,train
original__455,faces_ffpp/original__455.npz,0,train
original__456,faces_ffpp/original__456.npz,0,train
original__457,faces_ffpp/original__457.npz,0,train
original__458,faces_ffpp/original__458.npz,0,train
original__459,faces_ffpp/original__459.npz,0,train
original__460,faces_ffpp/original__460.npz,0,train
original__461,faces_ffpp/original__461.npz,0,train
original__463,faces_ffpp/original__463.npz,0,train
original__464,faces_ffpp/original__464.npz,0,train
original__465,faces_ffpp/original__465.npz,0,train
original__466,faces_ffpp/original__466.npz,0,train
original__467,faces_ffpp/original__467.npz,0,train
original__468,faces_ffpp/original__468.npz,0,train
original__469,faces_ffpp/original__469.npz,0,train
original__470,faces_ffpp/original__470.npz,0,train
original__471,faces_ffpp/original__471.npz,0,train
original__472,faces_ffpp/original__472.npz,0,train
original__473,faces_ffpp/original__473.npz,0,train
original__474,faces_ffpp/original__474.npz,0,train
original__475,faces_ffpp/original__475.npz,0,train
original__476,faces_ffpp/original__476.npz,0,train
original__477,faces_ffpp/original__477.npz,0,train
original__478,faces_ffpp/original__478.npz,0,train
original__480,faces_ffpp/original__480.npz,0,train
original__481,faces_ffpp/original__481.npz,0,train
original__482,faces_ffpp/original__482.npz,0,train
original__483,faces_ffpp/original__483.npz,0,train
original__484,faces_ffpp/original__484.npz,0,train
original__485,faces_ffpp/original__485.npz,0,train
original__487,faces_ffpp/original__487.npz,0,train
original__488,faces_ffpp/original__488.npz,0,train
original__489,faces_ffpp/original__489.npz,0,train
original__490,faces_ffpp/original__490.npz,0,train
original__491,faces_ffpp/original__491.npz,0,train
original__492,faces_ffpp/original__492.npz,0,train
original__495,faces_ffpp/original__495.npz,0,train
original__496,faces_ffpp/original__496.npz,0,train
original__497,faces_ffpp/original__497.npz,0,train
original__498,faces_ffpp/original__498.npz,0,train
original__500,faces_ffpp/original__500.npz,0,train
original__501,faces_ffpp/original__501.npz,0,train
original__502,faces_ffpp/original__502.npz,0,train
original__503,faces_ffpp/original__503.npz,0,train
original__504,faces_ffpp/original__504.npz,0,train
original__505,faces_ffpp/original__505.npz,0,train
original__506,faces_ffpp/original__506.npz,0,train
original__507,faces_ffpp/original__507.npz,0,train
original__508,faces_ffpp/original__508.npz,0,train
original__509,faces_ffpp/original__509.npz,0,train
original__510,faces_ffpp/original__510.npz,0,train
original__511,faces_ffpp/original__511.npz,0,train
original__512,faces_ffpp/original__512.npz,0,train
original__514,faces_ffpp/original__514.npz,0,train
original__515,faces_ffpp/original__515.npz,0,train
original__516,faces_ffpp/original__516.npz,0,train
original__517,faces_ffpp/original__517.npz,0,train
original__518,faces_ffpp/original__518.npz,0,train
original__519,faces_ffpp/original__519.npz,0,train
original__520,faces_ffpp/original__520.npz,0,train
original__523,faces_ffpp/original__523.npz,0,train
original__524,faces_ffpp/original__524.npz,0,train
original__525,faces_ffpp/original__525.npz,0,train
original__530,faces_ffpp/original__530.npz,0,train
original__531,faces_ffpp/original__531.npz,0,train
original__532,faces_ffpp/original__532.npz,0,train
original__533,faces_ffpp/original__533.npz,0,train
original__535,faces_ffpp/original__535.npz,0,train
original__536,faces_ffpp/original__536.npz,0,train
original__537,faces_ffpp/original__537.npz,0,train
original__538,faces_ffpp/original__538.npz,0,train
original__539,faces_ffpp/original__539.npz,0,train
original__540,faces_ffpp/original__540.npz,0,train
original__541,faces_ffpp/original__541.npz,0,train
original__544,faces_ffpp/original__544.npz,0,train
original__545,faces_ffpp/original__545.npz,0,train
original__546,faces_ffpp/original__546.npz,0,train
original__547,faces_ffpp/original__547.npz,0,train
original__550,faces_ffpp/original__550.npz,0,train
original__551,faces_ffpp/original__551.npz,0,train
original__552,faces_ffpp/original__552.npz,0,train
original__553,faces_ffpp/original__553.npz,0,train
original__555,faces_ffpp/original__555.npz,0,train
original__556,faces_ffpp/original__556.npz,0,train
original__557,faces_ffpp/original__557.npz,0,train
original__558,faces_ffpp/original__558.npz,0,train
original__560,faces_ffpp/original__560.npz,0,train
original__561,faces_ffpp/original__561.npz,0,train
original__562,faces_ffpp/original__562.npz,0,train
original__563,faces_ffpp/original__563.npz,0,train
original__564,faces_ffpp/original__564.npz,0,train
original__565,faces_ffpp/original__565.npz,0,train
original__566,faces_ffpp/original__566.npz,0,train
original__567,faces_ffpp/original__567.npz,0,train
original__568,faces_ffpp/original__568.npz,0,train
original__569,faces_ffpp/original__569.npz,0,train
original__571,faces_ffpp/original__571.npz,0,train
original__572,faces_ffpp/original__572.npz,0,train
original__573,faces_ffpp/original__573.npz,0,train
original__574,faces_ffpp/original__574.npz,0,train
original__575,faces_ffpp/original__575.npz,0,train
original__576,faces_ffpp/original__576.npz,0,train
original__577,faces_ffpp/original__577.npz,0,train
original__579,faces_ffpp/original__579.npz,0,train
original__580,faces_ffpp/original__580.npz,0,train
original__581,faces_ffpp/original__581.npz,0,train
original__582,faces_ffpp/original__582.npz,0,train
original__585,faces_ffpp/original__585.npz,0,train
original__586,faces_ffpp/original__586.npz,0,train
original__587,faces_ffpp/original__587.npz,0,train
original__588,faces_ffpp/original__588.npz,0,train
original__591,faces_ffpp/original__591.npz,0,train
original__592,faces_ffpp/original__592.npz,0,train
original__593,faces_ffpp/original__593.npz,0,train
original__594,faces_ffpp/original__594.npz,0,train
original__596,faces_ffpp/original__596.npz,0,train
original__597,faces_ffpp/original__597.npz,0,train
original__598,faces_ffpp/original__598.npz,0,train
original__600,faces_ffpp/original__600.npz,0,train
original__602,faces_ffpp/original__602.npz,0,train
original__603,faces_ffpp/original__603.npz,0,train
original__605,faces_ffpp/original__605.npz,0,train
original__606,faces_ffpp/original__606.npz,0,train
original__607,faces_ffpp/original__607.npz,0,train
original__608,faces_ffpp/original__608.npz,0,train
original__609,faces_ffpp/original__609.npz,0,train
original__610,faces_ffpp/original__610.npz,0,train
original__611,faces_ffpp/original__611.npz,0,train
original__612,faces_ffpp/original__612.npz,0,train
original__614,faces_ffpp/original__614.npz,0,train
original__615,faces_ffpp/original__615.npz,0,train
original__616,faces_ffpp/original__616.npz,0,train
original__618,faces_ffpp/original__618.npz,0,train
original__619,faces_ffpp/original__619.npz,0,train
original__620,faces_ffpp/original__620.npz,0,train
original__622,faces_ffpp/original__622.npz,0,train
original__623,faces_ffpp/original__623.npz,0,train
original__624,faces_ffpp/original__624.npz,0,train
original__625,faces_ffpp/original__625.npz,0,train
original__627,faces_ffpp/original__627.npz,0,train
original__628,faces_ffpp/original__628.npz,0,train
original__629,faces_ffpp/original__629.npz,0,train
original__630,faces_ffpp/original__630.npz,0,train
original__631,faces_ffpp/original__631.npz,0,train
original__632,faces_ffpp/original__632.npz,0,train
original__633,faces_ffpp/original__633.npz,0,train
original__634,faces_ffpp/original__634.npz,0,train
original__637,faces_ffpp/original__637.npz,0,train
original__638,faces_ffpp/original__638.npz,0,train
original__639,faces_ffpp/original__639.npz,0,train
original__640,faces_ffpp/original__640.npz,0,train
original__641,faces_ffpp/original__641.npz,0,train
original__642,faces_ffpp/original__642.npz,0,train
original__645,faces_ffpp/original__645.npz,0,train
original__646,faces_ffpp/original__646.npz,0,train
original__647,faces_ffpp/original__647.npz,0,train
original__648,faces_ffpp/original__648.npz,0,train
original__651,faces_ffpp/original__651.npz,0,train
original__653,faces_ffpp/original__653.npz,0,train
original__654,faces_ffpp/original__654.npz,0,train
original__655,faces_ffpp/original__655.npz,0,train
original__657,faces_ffpp/original__657.npz,0,train
original__658,faces_ffpp/original__658.npz,0,train
original__659,faces_ffpp/original__659.npz,0,train
original__661,faces_ffpp/original__661.npz,0,train
original__663,faces_ffpp/original__663.npz,0,train
original__664,faces_ffpp/original__664.npz,0,train
original__665,faces_ffpp/original__665.npz,0,train
original__666,faces_ffpp/original__666.npz,0,train
original__667,faces_ffpp/original__667.npz,0,train
original__669,faces_ffpp/original__669.npz,0,train
original__671,faces_ffpp/original__671.npz,0,train
original__672,faces_ffpp/original__672.npz,0,train
original__673,faces_ffpp/original__673.npz,0,train
original__674,faces_ffpp/original__674.npz,0,train
original__675,faces_ffpp/original__675.npz,0,train
original__676,faces_ffpp/original__676.npz,0,train
original__680,faces_ffpp/original__680.npz,0,train
original__681,faces_ffpp/original__681.npz,0,train
original__682,faces_ffpp/original__682.npz,0,train
original__683,faces_ffpp/original__683.npz,0,train
original__684,faces_ffpp/original__684.npz,0,train
original__685,faces_ffpp/original__685.npz,0,train
original__686,faces_ffpp/original__686.npz,0,train
original__688,faces_ffpp/original__688.npz,0,train
original__690,faces_ffpp/original__690.npz,0,train
original__691,faces_ffpp/original__691.npz,0,train
original__693,faces_ffpp/original__693.npz,0,train
original__694,faces_ffpp/original__694.npz,0,train
original__695,faces_ffpp/original__695.npz,0,train
original__696,faces_ffpp/original__696.npz,0,train
original__698,faces_ffpp/original__698.npz,0,train
original__699,faces_ffpp/original__699.npz,0,train
original__700,faces_ffpp/original__700.npz,0,train
original__701,faces_ffpp/original__701.npz,0,train
original__702,faces_ffpp/original__702.npz,0,train
original__703,faces_ffpp/original__703.npz,0,train
original__704,faces_ffpp/original__704.npz,0,train
original__705,faces_ffpp/original__705.npz,0,train
original__706,faces_ffpp/original__706.npz,0,train
original__707,faces_ffpp/original__707.npz,0,train
original__708,faces_ffpp/original__708.npz,0,train
original__709,faces_ffpp/original__709.npz,0,train
original__710,faces_ffpp/original__710.npz,0,train
original__711,faces_ffpp/original__711.npz,0,train
original__712,faces_ffpp/original__712.npz,0,train
original__715,faces_ffpp/original__715.npz,0,train
original__717,faces_ffpp/original__717.npz,0,train
original__718,faces_ffpp/original__718.npz,0,train
original__719,faces_ffpp/original__719.npz,0,train
original__720,faces_ffpp/original__720.npz,0,train
original__722,faces_ffpp/original__722.npz,0,train
original__723,faces_ffpp/original__723.npz,0,train
original__724,faces_ffpp/original__724.npz,0,train
original__725,faces_ffpp/original__725.npz,0,train
original__726,faces_ffpp/original__726.npz,0,train
original__727,faces_ffpp/original__727.npz,0,train
original__728,faces_ffpp/original__728.npz,0,train
original__729,faces_ffpp/original__729.npz,0,train
original__730,faces_ffpp/original__730.npz,0,train
original__731,faces_ffpp/original__731.npz,0,train
original__732,faces_ffpp/original__732.npz,0,train
original__733,faces_ffpp/original__733.npz,0,train
original__734,faces_ffpp/original__734.npz,0,train
original__735,faces_ffpp/original__735.npz,0,train
original__736,faces_ffpp/original__736.npz,0,train
original__738,faces_ffpp/original__738.npz,0,train
original__739,faces_ffpp/original__739.npz,0,train
original__742,faces_ffpp/original__742.npz,0,train
original__743,faces_ffpp/original__743.npz,0,train
original__744,faces_ffpp/original__744.npz,0,train
original__745,faces_ffpp/original__745.npz,0,train
original__746,faces_ffpp/original__746.npz,0,train
original__747,faces_ffpp/original__747.npz,0,train
original__748,faces_ffpp/original__748.npz,0,train
original__750,faces_ffpp/original__750.npz,0,train
original__751,faces_ffpp/original__751.npz,0,train
original__752,faces_ffpp/original__752.npz,0,train
original__754,faces_ffpp/original__754.npz,0,train
original__755,faces_ffpp/original__755.npz,0,train
original__756,faces_ffpp/original__756.npz,0,train
original__757,faces_ffpp/original__757.npz,0,train
original__758,faces_ffpp/original__758.npz,0,train
